Session,Project Code,Session Message,Session Note,Record#,PIT Tag,SRR Code,Event Type,Length,Weight,Conditional Comments,Text Comments,Event Date,Event Date (PST),Event Site,Life Stage,Brood Year,Migration Year,Spawn Year,Release Site,RKM Mask,RKM Ext,Release Temp,Release Date,Release Date (PST),Tagger,Organization,Capture Method,Mark Method,Mark Temp,Hold Temp,Raceway/Transect/Tank,Hatchery,Stock,Latitude,Longitude,Lat/Long Source,Detail Note,Second PIT Tag,Coded-Wire Tag,Card,Genetic ID,Scale ID,Coloration,Acoustic Tag,Position,Radio Tag,Stubby Dorsal,Other Tag,CRITFC Comments,Marine Mammal,Hook Damage,Injury,Condition,Net Damage
OJD-2020-230-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,11,3DD.003D3657AF,35U,Mark,710,,<2 AD AT CY FU MT OP PA RF,,8/17/2020 8:48,8/17/2020 7:48,BONAFF,Adult,,,,BONAFF,234,,20.5,8/17/2020 8:48,8/17/2020 7:48,BRESHEARS L,ODFW,LADDER,HAND,20.5,20.5,,,,45.649948,-121.936333,GPS,,,,1,,,B,ID:,2,,Yes,,lamprey damage,Yes,No,LAMP,3,No
OJD-2020-230-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,12,3DD.003D365777,15U,Mark,715,,1< AT MT RF,,8/17/2020 8:50,8/17/2020 7:50,BONAFF,Adult,,,,BONAFF,234,,20.5,8/17/2020 8:50,8/17/2020 7:50,BRESHEARS L,ODFW,LADDER,HAND,20.5,20.5,,,,45.649872,-121.936157,GPS,,,,1,,,B,ID:,10,,No,,,Yes,No,MM,5,No
OJD-2020-230-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,13,3DD.003D36577F,35U,Mark,685,,1< AD AT CY MT PA RF,,8/17/2020 8:57,8/17/2020 7:57,BONAFF,Adult,,,,BONAFF,234,,20.5,8/17/2020 8:57,8/17/2020 7:57,BRESHEARS L,ODFW,LADDER,HAND,20.5,20.5,,,,45.649899,-121.93631,GPS,,,,1,,,B,ID:,3,,No,,,No,No,N,5,yes
OJD-2020-230-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,14,3DD.003D36579E,15U,Mark,860,,AT MT RF,,8/17/2020 8:58,8/17/2020 7:58,BONAFF,Adult,,,,BONAFF,234,,20.5,8/17/2020 8:58,8/17/2020 7:58,BRESHEARS L,ODFW,LADDER,HAND,20.5,20.5,,,,45.64991,-121.936348,GPS,,,,2,,,B,ID:,1,,No,,,No,No,,5,No
OJD-2020-230-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,15,3DD.003D36576F,35U,Mark,685,,AD AT CY MT RF,,8/17/2020 9:04,8/17/2020 8:04,BONAFF,Adult,,,,BONAFF,234,,20.5,8/17/2020 9:04,8/17/2020 8:04,BRESHEARS L,ODFW,LADDER,HAND,20.5,20.5,,,,,,GPS,,,,1,,,B,ID:,4,,Yes,,,No,No,N,4,yes
OJD-2020-230-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,16,3DD.003D3657A4,15U,Mark,915,,AT CA CY MT RF,,8/17/2020 9:06,8/17/2020 8:06,BONAFF,Adult,,,,BONAFF,234,,20.5,8/17/2020 9:06,8/17/2020 8:06,BRESHEARS L,ODFW,LADDER,HAND,20.5,20.5,,,,,,GPS,,,,2,,,B,ID:,2,,No,,,No,No,GASH,4,No
OJD-2020-230-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,17,3DD.003D365796,15U,Mark,740,,AT MT RF,,8/17/2020 9:12,8/17/2020 8:12,BONAFF,Adult,,,,BONAFF,234,,20.5,8/17/2020 9:12,8/17/2020 8:12,BRESHEARS L,ODFW,LADDER,HAND,20.5,20.5,,,,45.649818,-121.935783,GPS,,,,2,,,B,ID:,3,,No,,,No,No,,5,No
OJD-2020-230-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,18,3DD.003D3657BA,15U,Mark,815,,1< AT CA MT RF,,8/17/2020 9:34,8/17/2020 8:34,BONAFF,Adult,,,,BONAFF,234,,21,8/17/2020 9:34,8/17/2020 8:34,BRESHEARS L,ODFW,LADDER,HAND,21,21,,,,45.649948,-121.936188,GPS,,,,2,,,B,ID:,4,,No,,,Yes,No,MM,4,No
OJD-2020-230-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,19,3DD.003D365787,15U,Mark,740,,1< AD AT MT RF,,8/17/2020 9:47,8/17/2020 8:47,BONAFF,Adult,,,,BONAFF,234,,21,8/17/2020 9:47,8/17/2020 8:47,BRESHEARS L,ODFW,LADDER,HAND,21,21,,,,45.64967,-121.936333,GPS,,,,2,,,B,ID:,5,,No,,,No,No,,5,No
OJD-2020-230-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,20,3DD.003D3657AD,15U,Mark,590,,AD AT MT RF,,8/17/2020 9:50,8/17/2020 8:50,BONAFF,Adult,,,,BONAFF,234,,21,8/17/2020 9:50,8/17/2020 8:50,BRESHEARS L,ODFW,LADDER,HAND,21,21,,,,45.64994,-121.936394,GPS,,,,2,,,B,ID:,6,,No,,,No,No,,5,No
OJD-2020-230-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,21,3DD.003D365788,15U,Mark,735,,1< AD AT MT RF,,8/17/2020 9:55,8/17/2020 8:55,BONAFF,Adult,,,,BONAFF,234,,21,8/17/2020 9:55,8/17/2020 8:55,BRESHEARS L,ODFW,LADDER,HAND,21,21,,,,45.649891,-121.936707,GPS,,,,2,,,B,ID:,7,,No,,,Yes,No,MM,5,No
OJD-2020-230-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,22,3DD.003D36577C,15U,Mark,765,,1< AT MT RF,,8/17/2020 9:57,8/17/2020 8:57,BONAFF,Adult,,,,BONAFF,234,,21,8/17/2020 9:57,8/17/2020 8:57,BRESHEARS L,ODFW,LADDER,HAND,21,21,,,,45.649899,-121.93634,GPS,,,,2,,,B,ID:,8,,No,,,No,No,,5,No
OJD-2020-230-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,23,3DD.003D365769,15U,Mark,890,,AT MT RF,,8/17/2020 10:03,8/17/2020 9:03,BONAFF,Adult,,,,BONAFF,234,,21,8/17/2020 10:03,8/17/2020 9:03,BRESHEARS L,ODFW,LADDER,HAND,21,21,,,,45.649712,-121.936462,GPS,,,,2,,,B,ID:,9,,No,,,No,No,,5,No
OJD-2020-230-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,24,3DD.003D365762,15U,Mark,765,,AD AT MT RF,,8/17/2020 10:05,8/17/2020 9:05,BONAFF,Adult,,,,BONAFF,234,,21,8/17/2020 10:05,8/17/2020 9:05,BRESHEARS L,ODFW,LADDER,HAND,21,21,,,,45.649891,-121.93631,GPS,,,,2,,,B,ID:,10,,No,,,No,No,,5,No
OJD-2020-230-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,25,3DD.003D3657B4,15U,Mark,645,,AD AT MT RF,,8/17/2020 10:10,8/17/2020 9:10,BONAFF,Adult,,,,BONAFF,234,,21,8/17/2020 10:10,8/17/2020 9:10,BRESHEARS L,ODFW,LADDER,HAND,21,21,,,,45.649818,-121.936272,GPS,,,,3,,,B,ID:,1,,No,,,No,No,,5,No
OJD-2020-230-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,26,3DD.003D365784,35U,Mark,705,,<2 AD AT CY MT PA RF,,8/17/2020 10:15,8/17/2020 9:15,BONAFF,Adult,,,,BONAFF,234,,21,8/17/2020 10:15,8/17/2020 9:15,BRESHEARS L,ODFW,LADDER,HAND,21,21,,,,45.649872,-121.936371,GPS,,,,1,,,B,ID:,5,,Yes,,,Yes,No,MM,3,No
OJD-2020-230-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,27,3DD.003D36576B,15U,Mark,670,,1< AT MT RF,,8/17/2020 10:17,8/17/2020 9:17,BONAFF,Adult,,,,BONAFF,234,,21,8/17/2020 10:17,8/17/2020 9:17,BRESHEARS L,ODFW,LADDER,HAND,21,21,,,,45.649841,-121.93618,GPS,,,,3,,,B,ID:,2,,No,,,No,No,,5,No
OJD-2020-230-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,29,3DD.0077A28797,35U,Recapture,725,,1< AT MT PA RE RF,,8/17/2020 10:23,8/17/2020 9:23,BONAFF,Adult,,,,BONAFF,234,,21,8/17/2020 10:23,8/17/2020 9:23,BRESHEARS L,ODFW,LADDER,HAND,21,21,,,,45.649979,-121.936333,GPS,,,,1,,,B,ID:,6,,No,,change event type,No,No,,4,No
OJD-2020-230-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,30,3DD.003D36578D,35U,Mark,650,,AT MT RF,,8/17/2020 10:29,8/17/2020 9:29,BONAFF,Adult,,,,BONAFF,234,,21,8/17/2020 10:29,8/17/2020 9:29,BRESHEARS L,ODFW,LADDER,HAND,21,21,,,,45.649979,-121.936508,GPS,,,,1,,,B,ID:,7,,Yes,,,No,No,,5,No
OJD-2020-230-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,31,3DD.003D3657B2,15U,Mark,930,,AT MT RF,,8/17/2020 10:32,8/17/2020 9:32,BONAFF,Adult,,,,BONAFF,234,,21,8/17/2020 10:32,8/17/2020 9:32,BRESHEARS L,ODFW,LADDER,HAND,21,21,,,,45.64996,-121.936203,GPS,,,,3,,,B,ID:,3,,No,,,No,No,,5,No
OJD-2020-230-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,32,3DD.003D365759,15U,Mark,675,,1< AT MT RF,,8/17/2020 10:36,8/17/2020 9:36,BONAFF,Adult,,,,BONAFF,234,,21,8/17/2020 10:36,8/17/2020 9:36,BRESHEARS L,ODFW,LADDER,HAND,21,21,,,,,,GPS,,,,3,,,B,ID:,4,,No,,,Yes,No,MM,5,No
OJD-2020-230-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,33,3DD.003D365783,15U,Mark,720,,1< AT MT RF,,8/17/2020 10:38,8/17/2020 9:38,BONAFF,Adult,,,,BONAFF,234,,21,8/17/2020 10:38,8/17/2020 9:38,BRESHEARS L,ODFW,LADDER,HAND,21,21,,,,,,GPS,,,,3,,,I,ID:,5,,No,,,No,No,,5,No
OJD-2020-230-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,34,3DD.003D36578B,15U,Mark,835,,AT MT PA RF,,8/17/2020 10:43,8/17/2020 9:43,BONAFF,Adult,,,,BONAFF,234,,21,8/17/2020 10:43,8/17/2020 9:43,BRESHEARS L,ODFW,LADDER,HAND,21,21,,,,,,GPS,,,,3,,,B,ID:,6,,No,,,No,No,,5,No
OJD-2020-230-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,35,3DD.003D365772,15U,Mark,905,,AT MT RF,,8/17/2020 10:44,8/17/2020 9:44,BONAFF,Adult,,,,BONAFF,234,,21,8/17/2020 10:44,8/17/2020 9:44,BRESHEARS L,ODFW,LADDER,HAND,21,21,,,,45.64999,-121.936279,GPS,,,,3,,,B,ID:,7,,No,,,No,No,,5,No
OJD-2020-230-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,36,3DD.003D36579F,15U,Mark,645,,1< AD AT MT RF,,8/17/2020 10:49,8/17/2020 9:49,BONAFF,Adult,,,,BONAFF,234,,21,8/17/2020 10:49,8/17/2020 9:49,BRESHEARS L,ODFW,LADDER,HAND,21,21,,,,45.649948,-121.93644,GPS,,,,3,,,B,ID:,8,,No,,,No,No,,5,No
OJD-2020-230-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,37,3DD.003D36577D,35U,Mark,685,,1< AT MT RF,,8/17/2020 10:50,8/17/2020 9:50,BONAFF,Adult,,,,BONAFF,234,,21,8/17/2020 10:50,8/17/2020 9:50,BRESHEARS L,ODFW,LADDER,HAND,21,21,,,,,,GPS,,,,1,,,B,ID:,8,,Yes,,,Yes,No,GASH,3,No
OJD-2020-230-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,38,3DD.003D365774,15U,Mark,665,,1< AD AT MT RF,,8/17/2020 10:56,8/17/2020 9:56,BONAFF,Adult,,,,BONAFF,234,,21,8/17/2020 10:56,8/17/2020 9:56,BRESHEARS L,ODFW,LADDER,HAND,21,21,,,,45.650002,-121.936241,GPS,,,,3,,,I,ID:,9,,No,,,Yes,No,MM,5,No
OJD-2020-231-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,2,3DD.003D36575D,35U,Mark,670,,1< AD AT MT PA RF,,8/18/2020 8:16,8/18/2020 7:16,BONAFF,Adult,,,,BONAFF,234,,20.5,8/18/2020 8:16,8/18/2020 7:16,BRESHEARS L,ODFW,LADDER,HAND,20.5,20.5,,,,45.650108,-121.936287,GPS,,,,1,,,B,ID:,1,,Yes,,,No,No,,5,No
OJD-2020-231-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,3,3DD.003D36576A,35U,Mark,890,,AT MT PV RF,,8/18/2020 8:35,8/18/2020 7:35,BONAFF,Adult,,,,BONAFF,234,,20.5,8/18/2020 8:35,8/18/2020 7:35,BRESHEARS L,ODFW,LADDER,HAND,20.5,20.5,,,,,,GPS,,,,1,,,B,ID:,2,,No,,,No,No,,5,No
OJD-2020-231-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,4,3DD.003D3657A3,15U,Mark,690,,AT MT RF,,8/18/2020 8:55,8/18/2020 7:55,BONAFF,Adult,,,,BONAFF,234,,20.5,8/18/2020 8:55,8/18/2020 7:55,BRESHEARS L,ODFW,LADDER,HAND,20.5,20.5,,,,45.64959,-121.935867,GPS,,,,1,,,B,ID:,1,,No,,,No,No,,5,No
OJD-2020-231-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,5,3DD.003D365760,15U,Mark,455,,AD AT MT RF,,8/18/2020 9:32,8/18/2020 8:32,BONAFF,Adult,,,,BONAFF,234,,20.5,8/18/2020 9:32,8/18/2020 8:32,BRESHEARS L,ODFW,LADDER,HAND,20.5,20.5,,,,45.64946,-121.93615,GPS,,,,1,,,B,ID:,2,,No,,,No,No,,5,No
OJD-2020-231-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,6,3DD.003D3657B0,15U,Mark,585,,AT MT RF,,8/18/2020 9:37,8/18/2020 8:37,BONAFF,Adult,,,,BONAFF,234,,20.5,8/18/2020 9:37,8/18/2020 8:37,BRESHEARS L,ODFW,LADDER,HAND,20.5,20.5,,,,,,GPS,,,,1,,,B,ID:,3,,No,,,No,No,,5,No
OJD-2020-231-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,8,3DD.003D365780,15U,Mark,555,,AT MT RF,,8/18/2020 9:48,8/18/2020 8:48,BONAFF,Adult,,,,BONAFF,234,,20.5,8/18/2020 9:48,8/18/2020 8:48,BRESHEARS L,ODFW,LADDER,HAND,20.5,20.5,,,,45.649731,-121.936012,GPS,,,,1,,,B,ID:,4,,No,,,No,No,,5,No
OJD-2020-231-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,9,3DD.003D365768,35U,Mark,695,,AD AT MT RF,,8/18/2020 9:56,8/18/2020 8:56,BONAFF,Adult,,,,BONAFF,234,,20.5,8/18/2020 9:56,8/18/2020 8:56,BRESHEARS L,ODFW,LADDER,HAND,20.5,20.5,,,,45.64999,-121.936073,GPS,,,,1,,,B,ID:,3,,No,,,Yes,No,,5,No
OJD-2020-231-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,11,3DD.003D365775,15U,Mark,755,,1< AT MT RF,,8/18/2020 10:10,8/18/2020 9:10,BONAFF,Adult,,,,BONAFF,234,,20.5,8/18/2020 10:10,8/18/2020 9:10,BRESHEARS L,ODFW,LADDER,HAND,20.5,20.5,,,,45.649719,-121.936089,GPS,,,,1,,,B,ID:,5,,No,,,Yes,No,MM,3,No
OJD-2020-231-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,12,3DD.003D3657B5,15U,Mark,745,,AT MT RF,,8/18/2020 10:11,8/18/2020 9:11,BONAFF,Adult,,,,BONAFF,234,,20.5,8/18/2020 10:11,8/18/2020 9:11,BRESHEARS L,ODFW,LADDER,HAND,20.5,20.5,,,,45.649971,-121.936127,GPS,,,,1,,,D,ID:,6,,No,,tule,No,No,,5,No
OJD-2020-231-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,13,3DD.003D365767,15U,Mark,530,,AD AT MT RF,,8/18/2020 10:19,8/18/2020 9:19,BONAFF,Adult,,,,BONAFF,234,,20.5,8/18/2020 10:19,8/18/2020 9:19,BRESHEARS L,ODFW,LADDER,HAND,20.5,20.5,,,,45.650059,-121.936256,GPS,,,,1,,,B,ID:,7,,No,,,No,No,,5,No
OJD-2020-231-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,14,3DD.003D36575A,15U,Mark,770,,AD AT MT RF,,8/18/2020 10:26,8/18/2020 9:26,BONAFF,Adult,,,,BONAFF,234,,20.5,8/18/2020 10:26,8/18/2020 9:26,BRESHEARS L,ODFW,LADDER,HAND,20.5,20.5,,,,45.650009,-121.935852,GPS,,,,1,,,B,ID:,8,,No,,,No,No,,5,No
OJD-2020-231-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,15,3DD.003D3657AA,15U,Mark,485,,1< AT MT RF,,8/18/2020 10:37,8/18/2020 9:37,BONAFF,Adult,,,,BONAFF,234,,20.5,8/18/2020 10:37,8/18/2020 9:37,BRESHEARS L,ODFW,LADDER,HAND,20.5,20.5,,,,,,GPS,,,,1,,,B,ID:,9,,No,,,Yes,No,MM,5,No
OJD-2020-231-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,16,3DD.003D3657B9,15U,Mark,820,,1< AD AT MT RF,,8/18/2020 10:38,8/18/2020 9:38,BONAFF,Adult,,,,BONAFF,234,,20.5,8/18/2020 10:38,8/18/2020 9:38,BRESHEARS L,ODFW,LADDER,HAND,20.5,20.5,,,,45.649879,-121.936623,GPS,,,,1,,,I,ID:,10,,No,,,Yes,No,MM,4,No
OJD-2020-231-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,17,3DD.003D36575B,35U,Mark,785,,<2 AN AT MT PA RF,,8/18/2020 10:44,8/18/2020 9:44,BONAFF,Adult,,,,BONAFF,234,,20.5,8/18/2020 10:44,8/18/2020 9:44,BRESHEARS L,ODFW,LADDER,HAND,20.5,20.5,,,,,,GPS,,,,1,,,B,ID:,4,,No,,,Yes,No,MM,4,No
OJD-2020-233-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,1,3DD.003D3657A8,35U,Mark,640,,1< AD AT MT PA RF,,8/20/2020 6:44,8/20/2020 5:44,BONAFF,Adult,,,,BONAFF,234,,20,8/20/2020 6:44,8/20/2020 5:44,BRESHEARS L,ODFW,LADDER,HAND,20,20,,,,45.649601,-121.936188,GPS,,,,1,,,B,ID:,1,,Yes,,,No,yes,PARADIS,4,No
OJD-2020-233-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,2,3DD.003D365764,35U,Mark,670,,<2 AD AN AT MT PA RF,,8/20/2020 8:12,8/20/2020 7:12,BONAFF,Adult,,,,BONAFF,234,,20,8/20/2020 8:12,8/20/2020 7:12,BRESHEARS L,ODFW,LADDER,HAND,20,20,,,,45.649792,-121.936142,GPS,,,,1,,,B,ID:,2,,No,,,Yes,No,MM,3,No
OJD-2020-233-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,3,3DD.003D3657A6,35U,Mark,625,,<2 AD AN AT CA EF MT PA PT RF,,8/20/2020 8:26,8/20/2020 7:26,BONAFF,Adult,,,,BONAFF,234,,20,8/20/2020 8:26,8/20/2020 7:26,BRESHEARS L,ODFW,LADDER,HAND,20,20,,,,45.649658,-121.93615,GPS,,,,1,,,B,ID:,3,,Yes,,,Yes,No,MM,3,No
OJD-2020-233-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,4,3DD.003D3657A1,15U,Mark,685,,AT MT RF,,8/20/2020 8:35,8/20/2020 7:35,BONAFF,Adult,,,,BONAFF,234,,20,8/20/2020 8:35,8/20/2020 7:35,BRESHEARS L,ODFW,LADDER,HAND,20,20,,,,45.65015,-121.936287,GPS,,,,1,,,B,ID:,1,,No,,,Yes,No,MM,4,No
OJD-2020-233-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,5,3DD.003D365781,35U,Mark,605,,<2 AT MT PA RF,,8/20/2020 8:58,8/20/2020 7:58,BONAFF,Adult,,,,BONAFF,234,,20,8/20/2020 8:58,8/20/2020 7:58,BRESHEARS L,ODFW,LADDER,HAND,20,20,,,,45.649921,-121.936279,GPS,,,,1,,,B,ID:,4,,Yes,,,No,No,N,4,yes
OJD-2020-233-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,6,3DD.003D3657B3,35U,Mark,730,,1< AD AT MT RF,,8/20/2020 9:10,8/20/2020 8:10,BONAFF,Adult,,,,BONAFF,234,,20,8/20/2020 9:10,8/20/2020 8:10,BRESHEARS L,ODFW,LADDER,HAND,20,20,,,,45.650009,-121.936447,GPS,,,,1,,,I,ID:,5,,Yes,,,No,No,,5,No
OJD-2020-233-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,9,3DD.003D3657B6,15U,Mark,470,,AT CA MT RF,,8/20/2020 9:27,8/20/2020 8:27,BONAFF,Adult,,,,BONAFF,234,,20,8/20/2020 9:27,8/20/2020 8:27,BRESHEARS L,ODFW,LADDER,HAND,20,20,,,,,,GPS,,,,1,,,B,ID:,2,,No,,,No,No,N,4,yes
OJD-2020-233-BBA,OJD,L. Breshears Grad Study,Adult Steelhead Acoustic tag study,10,3DD.003D3657AB,15U,Mark,485,,AT MT RF,,8/20/2020 9:30,8/20/2020 8:30,BONAFF,Adult,,,,BONAFF,234,,20,8/20/2020 9:30,8/20/2020 8:30,BRESHEARS L,ODFW,LADDER,HAND,20,20,,,,,,GPS,,,,1,,,B,ID:,3,,No,,,No,No,,5,No
