Tag Code,Site First Name,First Antenna Group Name,First Date MMDDYYYY,Site Last Name,Last Antenna Group Name,Last Date MMDDYYYY,Release Date MMDDYYYY,Release Site Name,Mark Conditional Comments Value,Mark Conditional Comments Code,Mark Data Project Code Code,Mark Date MMDDYYYY,Mark Length mm,Mark Organization Name,Mark Organization Code,Mark Temperature C,Run Code,Run Name,Species Code,Species Name,ObsMain Count
3DD.003D53ABD3,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/9/2020,GRA - Lower Granite Dam Adult,Ladder Exit,8/16/2020,7/9/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,7/9/2020,670,Columbia River Inter-Tribal Fish Commission,CRITFC,18.1,5,Unknown,3,Steelhead,1
3DD.003D53ABDC,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/9/2020,LMA - Lower Monumental Adult Ladders,Right Ladder,7/20/2020,7/9/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,7/9/2020,630,Columbia River Inter-Tribal Fish Commission,CRITFC,18.1,5,Unknown,3,Steelhead,1
3DD.003D53ABED,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/28/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/13/2020,7/28/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,7/28/2020,700,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53ABEE,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/28/2020,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,7/28/2020,7/28/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,7/28/2020,715,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53ABEF,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/29/2020,TD1 - The Dalles East Fish Ladder,Counting Window,9/27/2020,7/29/2020,BONAFF - BON - Adult Fish Facility,"Descaled Greater than 10 Percent, Adipose Fin Clip, Mature, Returning Fish",1&gt; AD MT RF,JKF,7/29/2020,670,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53ABF0,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/29/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/19/2020,7/29/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,7/29/2020,625,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53ABF1,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,7/30/2020,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,7/30/2020,7/29/2020,BONAFF - BON - Adult Fish Facility,"Descaled Less than 10 Percent, Adipose Fin Clip, Mature, Returning Fish",1&lt; AD MT RF,JKF,7/29/2020,685,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53ABF6,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/29/2020,GRA - Lower Granite Dam Adult,Ladder Exit,10/1/2020,7/29/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,7/29/2020,695,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53ABF7,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 53,7/29/2020,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,7/29/2020,7/29/2020,BONAFF - BON - Adult Fish Facility,"Descaled Less than 10 Percent, Adipose Fin Clip, Mature, Returning Fish",1&lt; AD MT RF,JKF,7/29/2020,680,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53ABF8,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 54,7/28/2020,"WEA - Wells Dam, DCPUD Adult Ladders",Right Ladder Pool 68,8/18/2020,7/28/2020,BONAFF - BON - Adult Fish Facility,"Descaled Between 11 and 20%, Returning Fish, Mature",&lt;2 MT RF,JKF,7/28/2020,755,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53ABF9,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/29/2020,RRF - Rocky Reach Fishway,Trap,9/28/2020,7/29/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,7/29/2020,570,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53ABFA,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/29/2020,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,7/29/2020,7/29/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,7/29/2020,730,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53ABFE,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/30/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/15/2020,7/30/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,7/30/2020,640,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53ABFF,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/28/2020,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,7/29/2020,7/28/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,7/28/2020,690,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC02,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/29/2020,JO1 - John Day South Fish Ladder,WEIR 181,9/1/2020,7/29/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,7/29/2020,660,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC03,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 58,7/28/2020,PRO - Prosser Diversion Dam Combined,LEFT BANK LDR COUNTING WINDOW,10/18/2020,7/28/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,7/28/2020,655,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC04,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/28/2020,ICH - Ice Harbor Dam (Combined),FULL FLOW BYPASS,10/22/2020,7/28/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,7/28/2020,655,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC05,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/28/2020,MC1 - McNary Oregon Shore Ladder,COUNTING WINDOW,9/28/2020,7/28/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,7/28/2020,670,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC08,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/28/2020,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,7/28/2020,7/28/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,7/28/2020,770,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC0A,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 53,7/29/2020,"WEA - Wells Dam, DCPUD Adult Ladders",Right Ladder Pool 68,9/24/2020,7/29/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,7/29/2020,710,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC0D,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,7/30/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/12/2020,7/29/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,7/29/2020,570,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC10,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/29/2020,GRA - Lower Granite Dam Adult,Ladder Exit,10/1/2020,7/29/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,7/29/2020,585,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC11,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/28/2020,PRO - Prosser Diversion Dam Combined,LEFT BANK LDR COUNTING WINDOW,9/16/2020,7/28/2020,BONAFF - BON - Adult Fish Facility,"Descaled Less than 10 Percent, Mature, Returning Fish",1&lt; MT RF,JKF,7/28/2020,710,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC12,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/29/2020,GOA - Little Goose Fish Ladder,Counting Window,10/21/2020,7/29/2020,BONAFF - BON - Adult Fish Facility,"Descaled Between 11 and 20%, Adipose Fin Clip, Returning Fish, Mature",&lt;2 AD MT RF,JKF,7/29/2020,605,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC13,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/29/2020,GRA - Lower Granite Dam Adult,Ladder Exit,10/8/2020,7/29/2020,BONAFF - BON - Adult Fish Facility,"Descaled Less than 10 Percent, Mature, Returning Fish",1&lt; MT RF,JKF,7/29/2020,700,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC15,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/29/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/18/2020,7/29/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,7/29/2020,670,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC16,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 37,7/29/2020,TD2 - The Dalles North Fish Ladder,Counting Window,8/19/2020,7/29/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,7/29/2020,655,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC17,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/29/2020,GRA - Lower Granite Dam Adult,Ladder Exit,10/10/2020,7/29/2020,BONAFF - BON - Adult Fish Facility,"Descaled Less than 10 Percent, Mature, Returning Fish",1&lt; MT RF,JKF,7/29/2020,755,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC18,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/29/2020,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,7/30/2020,7/29/2020,BONAFF - BON - Adult Fish Facility,"Descaled Between 11 and 20%, Returning Fish, Right Pectoral Fin Ray Sample, Mature, Adipose Fin Clip",&lt;2 AD MT RF RP,JKF,7/29/2020,755,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC1A,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/28/2020,"WEA - Wells Dam, DCPUD Adult Ladders",Right Ladder Pool 68,8/24/2020,7/28/2020,BONAFF - BON - Adult Fish Facility,"Adipose Fin Clip, Right Maxillary Clip, Mature, Returning Fish",AD MR MT RF,JKF,7/28/2020,700,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC1C,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/28/2020,JO2 - John Day North Fish Ladder,WEIR 247,9/18/2020,7/28/2020,BONAFF - BON - Adult Fish Facility,"Descaled Less than 10 Percent, Mature, Returning Fish",1&lt; MT RF,JKF,7/28/2020,660,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC1D,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/29/2020,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,7/29/2020,7/29/2020,BONAFF - BON - Adult Fish Facility,"Descaled Less than 10 Percent, Mature, Returning Fish",1&lt; MT RF,JKF,7/29/2020,750,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC1E,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 54,7/29/2020,LMA - Lower Monumental Adult Ladders,Right Ladder,10/11/2020,7/29/2020,BONAFF - BON - Adult Fish Facility,"Descaled Between 11 and 20%, Adipose Fin Clip, Returning Fish, Mature",&lt;2 AD MT RF,JKF,7/29/2020,695,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC1F,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,7/29/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/30/2020,7/29/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,7/29/2020,715,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC21,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 53,7/30/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/25/2020,7/30/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,7/30/2020,735,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC22,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/28/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/17/2020,7/28/2020,BONAFF - BON - Adult Fish Facility,"Descaled Less than 10 Percent, Adipose Fin Clip, Mature, Returning Fish",1&lt; AD MT RF,JKF,7/28/2020,665,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC23,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/29/2020,TD1 - The Dalles East Fish Ladder,Counting Window,7/31/2020,7/29/2020,BONAFF - BON - Adult Fish Facility,"Descaled Less than 10 Percent, Mature, Returning Fish",1&lt; MT RF,JKF,7/29/2020,665,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC24,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/29/2020,MC1 - McNary Oregon Shore Ladder,WEIR 279,10/21/2020,7/29/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,7/29/2020,650,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC26,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 37,7/28/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/22/2020,7/28/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,7/28/2020,730,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC2A,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/29/2020,TD1 - The Dalles East Fish Ladder,Counting Window,9/12/2020,7/29/2020,BONAFF - BON - Adult Fish Facility,"Right Maxillary Clip, Mature, Descaled Less than 10 Percent, Returning Fish, Adipose Fin Clip",1&lt; AD MR MT RF,JKF,7/29/2020,715,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC2B,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,7/28/2020,GRA - Lower Granite Dam Adult,Ladder Exit,10/11/2020,7/28/2020,BONAFF - BON - Adult Fish Facility,"Descaled Greater than 20%, Mature, Returning Fish",&gt;2 MT RF,JKF,7/28/2020,675,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC2C,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/28/2020,PRO - Prosser Diversion Dam Combined,LEFT BANK LDR COUNTING WINDOW,9/13/2020,7/28/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,7/28/2020,670,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC2D,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/29/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/28/2020,7/29/2020,BONAFF - BON - Adult Fish Facility,"Descaled Less than 10 Percent, Adipose Fin Clip, Mature, Returning Fish",1&lt; AD MT RF,JKF,7/29/2020,655,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC33,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 37,7/29/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/15/2020,7/29/2020,BONAFF - BON - Adult Fish Facility,"Adipose Fin Clip, Mature, Parasite, Returning Fish",AD MT PA RF,JKF,7/29/2020,625,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC36,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/29/2020,PRA - Priest Rapids Adult,LEFT [EAST] LADDER WEIR 3,9/16/2020,7/29/2020,BONAFF - BON - Adult Fish Facility,"Descaled Less than 10 Percent, Mature, Returning Fish",1&lt; MT RF,JKF,7/29/2020,670,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC37,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/30/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/15/2020,7/30/2020,BONAFF - BON - Adult Fish Facility,"Adipose Fin Clip, Mature, Parasite, Returning Fish",AD MT PA RF,JKF,7/30/2020,585,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC39,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/29/2020,TD1 - The Dalles East Fish Ladder,Counting Window,8/2/2020,7/29/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,7/29/2020,615,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC3A,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/28/2020,JO1 - John Day South Fish Ladder,WEIR 181,10/18/2020,7/28/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,7/28/2020,670,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC3D,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/28/2020,TD1 - The Dalles East Fish Ladder,Counting Window,7/31/2020,7/28/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,7/28/2020,615,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC3F,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/29/2020,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,7/29/2020,7/29/2020,BONAFF - BON - Adult Fish Facility,"Descaled Between 11 and 20%, Adipose Fin Clip, Returning Fish, Mature",&lt;2 AD MT RF,JKF,7/29/2020,695,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC40,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/29/2020,TD2 - The Dalles North Fish Ladder,Counting Window,8/1/2020,7/29/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,7/29/2020,670,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC41,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/30/2020,TD2 - The Dalles North Fish Ladder,Counting Window,8/1/2020,7/30/2020,BONAFF - BON - Adult Fish Facility,"Descaled Between 11 and 20%, Returning Fish, Mature",&lt;2 MT RF,JKF,7/30/2020,660,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC42,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/29/2020,MC1 - McNary Oregon Shore Ladder,COUNTING WINDOW,9/8/2020,7/29/2020,BONAFF - BON - Adult Fish Facility,"Adipose Fin Clip, Mature, Returning Fish, Right Pectoral Fin Ray Sample",AD MT RF RP,JKF,7/29/2020,605,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC46,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/30/2020,MC2 - McNary Washington Shore Ladder,WEIR 302,9/28/2020,7/30/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,7/30/2020,565,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC48,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/29/2020,JO1 - John Day South Fish Ladder,WEIR 181,9/23/2020,7/29/2020,BONAFF - BON - Adult Fish Facility,"Descaled Less than 10 Percent, Adipose Fin Clip, Mature, Returning Fish",1&lt; AD MT RF,JKF,7/29/2020,715,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC49,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/29/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/22/2020,7/29/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,7/29/2020,565,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC4C,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 56,7/29/2020,ICH - Ice Harbor Dam (Combined),LEFT LADDER WEIR 438 [O/S],10/20/2020,7/29/2020,BONAFF - BON - Adult Fish Facility,"Descaled Greater than 20%, Mature, Returning Fish",&gt;2 MT RF,JKF,7/29/2020,665,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC4F,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/29/2020,JO1 - John Day South Fish Ladder,WEIR 181,9/30/2020,7/29/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,7/29/2020,700,Columbia River Inter-Tribal Fish Commission,CRITFC,20.6,5,Unknown,3,Steelhead,1
3DD.003D53AC71,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,6/16/2020,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,6/16/2020,6/16/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,6/16/2020,555,Columbia River Inter-Tribal Fish Commission,CRITFC,15.6,5,Unknown,3,Steelhead,1
3DD.003D53AC72,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,6/16/2020,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,6/16/2020,6/16/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,6/16/2020,700,Columbia River Inter-Tribal Fish Commission,CRITFC,15.6,5,Unknown,3,Steelhead,1
3DD.003D53AD0F,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,6/18/2020,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,6/18/2020,6/18/2020,BONAFF - BON - Adult Fish Facility,"Descaled Greater than 20%, Mature, Returning Fish",&gt;2 MT RF,JKF,6/18/2020,655,Columbia River Inter-Tribal Fish Commission,CRITFC,15.9,5,Unknown,3,Steelhead,1
3DD.003D53AD6C,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/1/2020,"WEA - Wells Dam, DCPUD Adult Ladders",Left Ladder Pool 68,7/30/2020,7/1/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,7/1/2020,740,Columbia River Inter-Tribal Fish Commission,CRITFC,18.1,5,Unknown,3,Steelhead,1
3DD.003D53AD7F,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 56,7/15/2020,"WEA - Wells Dam, DCPUD Adult Ladders",Left Ladder Pool 68,9/20/2020,7/15/2020,BONAFF - BON - Adult Fish Facility,"Descaled Between 11 and 20%, Adipose Fin Clip, Returning Fish, Mature",&lt;2 AD MT RF,JKF,7/15/2020,750,Columbia River Inter-Tribal Fish Commission,CRITFC,19.1,5,Unknown,3,Steelhead,1
3DD.003D53AD8A,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 53,7/16/2020,GRA - Lower Granite Dam Adult,Ladder Exit,10/6/2020,7/15/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,7/15/2020,695,Columbia River Inter-Tribal Fish Commission,CRITFC,19.1,5,Unknown,3,Steelhead,1
3DD.003D53AD91,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/15/2020,TD1 - The Dalles East Fish Ladder,Counting Window,7/19/2020,7/15/2020,BONAFF - BON - Adult Fish Facility,"Descaled Less than 10 Percent, Mature, Returning Fish",1&lt; MT RF,JKF,7/15/2020,635,Columbia River Inter-Tribal Fish Commission,CRITFC,19.1,5,Unknown,3,Steelhead,1
3DD.003D53AD97,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 53,7/15/2020,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,7/18/2020,7/15/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,7/15/2020,740,Columbia River Inter-Tribal Fish Commission,CRITFC,19.1,5,Unknown,3,Steelhead,1
3DD.003D53ADA7,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,7/15/2020,GRA - Lower Granite Dam Adult,Ladder Exit,8/30/2020,7/15/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,7/15/2020,725,Columbia River Inter-Tribal Fish Commission,CRITFC,19.1,5,Unknown,3,Steelhead,1
